TERM_NAME,DEFINITION,Text
GOLF,"Global Outbound and Logistics Fulfillment
","###Human:\nWhat is GOLF in Dell context?\n\n###Asistant:\nGlobal Outbound and Logistics Fulfillment
"
GOMI,"Global Order Management Initiative
","###Human:\nWhat is GOMI in Dell context?\n\n###Asistant:\nGlobal Order Management Initiative
"
GOMT,"GO Maintenance Tool - an application used by business to maintain data which is needed by the Sales Tools to function properly. Data maintained includes BU specific settings, product lead times etc.","###Human:\nWhat is GOMT in Dell context?\n\n###Asistant:\nGO Maintenance Tool - an application used by business to maintain data which is needed by the Sales Tools to function properly. Data maintained includes BU specific settings, product lead times etc."
Goodwill,"The difference between the values of all the assets of the business individually, and the value of the business as a whole or ""as a going concern""- if the business is profitable, it reflects the value of having everything set up, having existing customers, trained staff and so on.","###Human:\nWhat is Goodwill in Dell context?\n\n###Asistant:\nThe difference between the values of all the assets of the business individually, and the value of the business as a whole or ""as a going concern""- if the business is profitable, it reflects the value of having everything set up, having existing customers, trained staff and so on."
GOP,"Graphics Output Protocol - enabled by UEFI driver to support graphic console output in the pre-OS phase. The ultimate goal of GOP is to replace legacy VGA BIOS and eliminate VGA HW 
functionality.","###Human:\nWhat is GOP in Dell context?\n\n###Asistant:\nGraphics Output Protocol - enabled by UEFI driver to support graphic console output in the pre-OS phase. The ultimate goal of GOP is to replace legacy VGA BIOS and eliminate VGA HW 
functionality."
GOP,Global Offering Platform,###Human:\nWhat is GOP in Dell context?\n\n###Asistant:\nGlobal Offering Platform
GOSD,Global Online Self Dispatch,###Human:\nWhat is GOSD in Dell context?\n\n###Asistant:\nGlobal Online Self Dispatch
GOSS,"Global Order Status Service - GOSS is an enabling application for Buy-anywhere-shipto-anywhere scenario. It's a service that pulls data from various regional order status tracking systems to a consuming application.
","###Human:\nWhat is GOSS in Dell context?\n\n###Asistant:\nGlobal Order Status Service - GOSS is an enabling application for Buy-anywhere-shipto-anywhere scenario. It's a service that pulls data from various regional order status tracking systems to a consuming application.
"
GOST,"Gosudarstwennyjstandart (GOST) translates to government standardization. GOST-R certification is mandatory in Russia (without it, exporters may be denied access at the Russian border) and at this time is accepted only in Russia. ","###Human:\nWhat is GOST in Dell context?\n\n###Asistant:\nGosudarstwennyjstandart (GOST) translates to government standardization. GOST-R certification is mandatory in Russia (without it, exporters may be denied access at the Russian border) and at this time is accepted only in Russia. "
GOT,Global Operations Technology,###Human:\nWhat is GOT in Dell context?\n\n###Asistant:\nGlobal Operations Technology
GOV,"Global Order Visibility - Used for more detailed Order status, order tracking and as an order escalation tool","###Human:\nWhat is GOV in Dell context?\n\n###Asistant:\nGlobal Order Visibility - Used for more detailed Order status, order tracking and as an order escalation tool"
GP,General Procurement - internal/non-production Dell Procurement,###Human:\nWhat is GP in Dell context?\n\n###Asistant:\nGeneral Procurement - internal/non-production Dell Procurement
GP,Global Portal - a platform of Dell's e-business enabling the customers from multi-national companies to purchase from a single point of entry.,###Human:\nWhat is GP in Dell context?\n\n###Asistant:\nGlobal Portal - a platform of Dell's e-business enabling the customers from multi-national companies to purchase from a single point of entry.
GPA,Global Pricing Application,###Human:\nWhat is GPA in Dell context?\n\n###Asistant:\nGlobal Pricing Application
GPA,"Global Planning & Accounting - part of Corporate & Decision Support (CDS) 2008
","###Human:\nWhat is GPA in Dell context?\n\n###Asistant:\nGlobal Planning & Accounting - part of Corporate & Decision Support (CDS) 2008
"
GPC,Global Process Calendar,###Human:\nWhat is GPC in Dell context?\n\n###Asistant:\nGlobal Process Calendar
GPC,Government Purchase Center,###Human:\nWhat is GPC in Dell context?\n\n###Asistant:\nGovernment Purchase Center
GPCC,"Global Proposals, Contracts & Compliance 

To help support the new Dell Commercial structure, during Q1 three groups combined (CEM, GCD & GPCO) to form one team now known as Global Proposals, Contracts & Compliance (GPCC), part of the Commercial Sales Operations function. GPCC will now support across all business areas in Germany including CSB, Medium Business, LE, Public, G500 and GCC.","###Human:\nWhat is GPCC in Dell context?\n\n###Asistant:\nGlobal Proposals, Contracts & Compliance 

To help support the new Dell Commercial structure, during Q1 three groups combined (CEM, GCD & GPCO) to form one team now known as Global Proposals, Contracts & Compliance (GPCC), part of the Commercial Sales Operations function. GPCC will now support across all business areas in Germany including CSB, Medium Business, LE, Public, G500 and GCC."
GPCS,Global Process Control System,###Human:\nWhat is GPCS in Dell context?\n\n###Asistant:\nGlobal Process Control System
GPDH,"Global Product Data Hierarchy is a common methodology to represent product information from sales through manufacturing and service. 
","###Human:\nWhat is GPDH in Dell context?\n\n###Asistant:\nGlobal Product Data Hierarchy is a common methodology to represent product information from sales through manufacturing and service. 
"
GPDM,"Global Product Data Management - Previously known as ESCM, sku management. ","###Human:\nWhat is GPDM in Dell context?\n\n###Asistant:\nGlobal Product Data Management - Previously known as ESCM, sku management. "
GPE,General Purpose Encryption,###Human:\nWhat is GPE in Dell context?\n\n###Asistant:\nGeneral Purpose Encryption
gPen,gPen is the percentage of online sales which goes through Global Portal. # Global Portal transactions divided by Total Online Transactions. ,###Human:\nWhat is gPen in Dell context?\n\n###Asistant:\ngPen is the percentage of online sales which goes through Global Portal. # Global Portal transactions divided by Total Online Transactions. 
GPG,"Global Payment Gateway
","###Human:\nWhat is GPG in Dell context?\n\n###Asistant:\nGlobal Payment Gateway
"
GPGPU,"General-Purpose computing on Graphics Processing Units (GPGPU, also referred to as GPGP and to a lesser extent GP) is the technique of using a GPU, which typically handles computation only for computer graphics, to perform computation in applications traditionally handled by the CPU. It is made possible by the addition of programmable stages and higher precision arithmetic to the rendering pipelines, which allows software developers to use stream processing on non-graphics data.
","###Human:\nWhat is GPGPU in Dell context?\n\n###Asistant:\nGeneral-Purpose computing on Graphics Processing Units (GPGPU, also referred to as GPGP and to a lesser extent GP) is the technique of using a GPU, which typically handles computation only for computer graphics, to perform computation in applications traditionally handled by the CPU. It is made possible by the addition of programmable stages and higher precision arithmetic to the rendering pipelines, which allows software developers to use stream processing on non-graphics data.
"
GPIO,General-Purpose I/O - GPIO is a flexible parallel interface that allows a variety of custom connections. The GPIO interface provides a flexable method of interfacing a wide range of peripheral devices. The configurable data sense and handshaking methods allow almost any peripheral device to be interfaced.,###Human:\nWhat is GPIO in Dell context?\n\n###Asistant:\nGeneral-Purpose I/O - GPIO is a flexible parallel interface that allows a variety of custom connections. The GPIO interface provides a flexable method of interfacing a wide range of peripheral devices. The configurable data sense and handshaking methods allow almost any peripheral device to be interfaced.
GPL,Global Profit and Loss,###Human:\nWhat is GPL in Dell context?\n\n###Asistant:\nGlobal Profit and Loss
GPL,General Public License,###Human:\nWhat is GPL in Dell context?\n\n###Asistant:\nGeneral Public License
GPLM,Global Product LifeCycle Manager,###Human:\nWhat is GPLM in Dell context?\n\n###Asistant:\nGlobal Product LifeCycle Manager
GPMD,Global Product Management and Development,###Human:\nWhat is GPMD in Dell context?\n\n###Asistant:\nGlobal Product Management and Development
GPMG,Global Process Management Group,###Human:\nWhat is GPMG in Dell context?\n\n###Asistant:\nGlobal Process Management Group
GPMO,"Global Portfolio Management Office - The PMO group of the CIO office responsible for establishing and administering portfolio governance processes, tools, metrics and reporting that will position Dell IT to optimize execution and delivery against organizational objectives and customer commitments.","###Human:\nWhat is GPMO in Dell context?\n\n###Asistant:\nGlobal Portfolio Management Office - The PMO group of the CIO office responsible for establishing and administering portfolio governance processes, tools, metrics and reporting that will position Dell IT to optimize execution and delivery against organizational objectives and customer commitments."
